country_code,gender,year,employment
MMR,MA,2012,54.37
MYS,MA,2012,15.93
AUS,MA,2013,65.95
CHN,MA,2013,33.48
JPN,MA,2013,62.67
PHL,MA,2013,42.82
THA,MA,2013,33.67
VNM,MA,2013,29.92
GBR,MA,2013,69.95
USA,MA,2013,68.67
ARE,MA,2013,57.89
SGP,MA,2013,76.36
MMR,MA,2013,28.26
MYS,MA,2013,51.92
AUS,FE,2013,90.03
CHN,FE,2013,44.8
JPN,FE,2013,82.25
PHL,FE,2013,69.75
THA,FE,2013,43.18
VNM,FE,2013,34.26
GBR,FE,2013,91.72
USA,FE,2013,90.51
ARE,FE,2013,93.72
SGP,FE,2013,85.36
MMR,FE,2013,34.96
MYS,FE,2013,71.99
AUS,MA,2013,30.63
CHN,MA,2013,32.31
JPN,MA,2013,33.32
PHL,MA,2013,19.08
THA,MA,2013,22.48
VNM,MA,2013,25.09
GBR,MA,2013,28.6
USA,MA,2013,29.46
ARE,MA,2013,39.21
SGP,MA,2013,23.5
MMR,MA,2013,17.73
MYS,MA,2013,32.68
AUS,FE,2013,8.3
CHN,FE,2013,27.32
JPN,FE,2013,14.36
PHL,FE,2013,10.13
THA,FE,2013,17.57
VNM,FE,2013,16.96
GBR,FE,2013,7.68
USA,FE,2013,8.82
ARE,FE,2013,6.26
SGP,FE,2013,14.6
MMR,FE,2013,14.89
MYS,FE,2013,19.92
AUS,FE,2013,1.67
CHN,FE,2013,27.88
JPN,FE,2013,3.39
PHL,FE,2013,20.12
THA,FE,2013,39.25
VNM,FE,2013,48.78
GBR,FE,2013,0.6
USA,FE,2013,0.67
ARE,FE,2013,0.02
SGP,FE,2013,0.04
MMR,FE,2013,50.16
MYS,FE,2013,8.09
AUS,MA,2013,3.41
CHN,MA,2013,34.21
JPN,MA,2013,4.01
PHL,MA,2013,38.09
THA,MA,2013,43.85
VNM,MA,2013,44.99
GBR,MA,2013,1.46
USA,MA,2013,1.87
ARE,MA,2013,2.9
SGP,MA,2013,0.14
MMR,MA,2013,54.01
MYS,MA,2013,15.4
AUS,MA,2014,65.85
CHN,MA,2014,35.32
JPN,MA,2014,62.97
PHL,MA,2014,43.16
THA,MA,2014,38.69
VNM,MA,2014,30.22
GBR,MA,2014,69.7
USA,MA,2014,68.63
ARE,MA,2014,57.63
SGP,MA,2014,78.36
MMR,MA,2014,28.32
MYS,MA,2014,52.0
AUS,FE,2014,90.06
CHN,FE,2014,47.24
JPN,FE,2014,82.32
PHL,FE,2014,69.71
THA,FE,2014,48.25
VNM,FE,2014,34.38
GBR,FE,2014,91.35
USA,FE,2014,90.44
ARE,FE,2014,93.85
SGP,FE,2014,87.62
MMR,FE,2014,35.01
MYS,FE,2014,72.36
AUS,MA,2014,30.53
CHN,MA,2014,32.32
JPN,MA,2014,33.05
PHL,MA,2014,19.75
THA,MA,2014,25.96
VNM,MA,2014,25.1
GBR,MA,2014,28.57
USA,MA,2014,29.46
ARE,MA,2014,39.74
SGP,MA,2014,21.51
MMR,MA,2014,18.1
MYS,MA,2014,32.66
AUS,FE,2014,8.11
CHN,FE,2014,26.86
JPN,FE,2014,14.38
PHL,FE,2014,10.09
THA,FE,2014,20.6
VNM,FE,2014,17.5
GBR,FE,2014,7.94
USA,FE,2014,8.86
ARE,FE,2014,6.14
SGP,FE,2014,12.35
MMR,FE,2014,14.72
MYS,FE,2014,19.61
AUS,FE,2014,1.83
CHN,FE,2014,25.9
JPN,FE,2014,3.3
PHL,FE,2014,20.2
THA,FE,2014,31.15
VNM,FE,2014,48.13
GBR,FE,2014,0.71
USA,FE,2014,0.7
ARE,FE,2014,0.01
SGP,FE,2014,0.04
MMR,FE,2014,50.27
MYS,FE,2014,8.04
AUS,MA,2014,3.62
CHN,MA,2014,32.36
JPN,MA,2014,3.98
PHL,MA,2014,37.1
THA,MA,2014,35.35
VNM,MA,2014,44.68
GBR,MA,2014,1.73
USA,MA,2014,1.9
ARE,MA,2014,2.64
SGP,MA,2014,0.12
MMR,MA,2014,53.58
MYS,MA,2014,15.34
AUS,MA,2015,67.35
CHN,MA,2015,36.78
JPN,MA,2015,63.18
PHL,MA,2015,43.82
THA,MA,2015,39.55
VNM,MA,2015,31.41
GBR,MA,2015,70.2
USA,MA,2015,68.76
ARE,MA,2015,57.27
SGP,MA,2015,78.82
MMR,MA,2015,28.82
MYS,MA,2015,52.19
AUS,FE,2015,90.49
CHN,FE,2015,49.09
JPN,FE,2015,82.31
PHL,FE,2015,71.04
THA,FE,2015,49.39
VNM,FE,2015,35.24
GBR,FE,2015,91.68
USA,FE,2015,90.41
ARE,FE,2015,93.93
SGP,FE,2015,87.75
MMR,FE,2015,35.38
MYS,FE,2015,72.84
AUS,MA,2015,29.34
CHN,MA,2015,31.81
JPN,MA,2015,32.88
PHL,MA,2015,20.26
THA,MA,2015,26.11
VNM,MA,2015,25.88
GBR,MA,2015,28.23
USA,MA,2015,29.23
ARE,MA,2015,40.35
SGP,MA,2015,21.07
MMR,MA,2015,18.38
MYS,MA,2015,32.55
AUS,FE,2015,7.66
CHN,FE,2015,25.88
JPN,FE,2015,14.47
PHL,FE,2015,10.0
THA,FE,2015,20.79
VNM,FE,2015,19.32
GBR,FE,2015,7.67
USA,FE,2015,8.83
ARE,FE,2015,6.05
SGP,FE,2015,12.22
MMR,FE,2015,14.5
MYS,FE,2015,19.27
AUS,FE,2015,1.85
CHN,FE,2015,25.03
JPN,FE,2015,3.22
PHL,FE,2015,18.96
THA,FE,2015,29.82
VNM,FE,2015,45.45
GBR,FE,2015,0.65
USA,FE,2015,0.76
ARE,FE,2015,0.01
SGP,FE,2015,0.03
MMR,FE,2015,50.12
MYS,FE,2015,7.9
AUS,MA,2015,3.31
CHN,MA,2015,31.41
JPN,MA,2015,3.94
PHL,MA,2015,35.92
THA,MA,2015,34.35
VNM,MA,2015,42.71
GBR,MA,2015,1.57
USA,MA,2015,2.02
ARE,MA,2015,2.38
SGP,MA,2015,0.11
MMR,MA,2015,52.81
MYS,MA,2015,15.26
AUS,MA,2016,67.41
CHN,MA,2016,37.9
JPN,MA,2016,63.46
PHL,MA,2016,44.74
THA,MA,2016,40.2
VNM,MA,2016,31.2
GBR,MA,2016,70.48
USA,MA,2016,68.82
ARE,MA,2016,57.32
SGP,MA,2016,79.47
MMR,MA,2016,29.17
MYS,MA,2016,53.75
AUS,FE,2016,90.42
CHN,FE,2016,50.57
JPN,FE,2016,82.74
PHL,FE,2016,72.81
THA,FE,2016,51.07
VNM,FE,2016,35.75
GBR,FE,2016,91.77
USA,FE,2016,90.53
ARE,FE,2016,94.09
SGP,FE,2016,88.1
MMR,FE,2016,37.15
MYS,FE,2016,73.19
AUS,MA,2016,29.17
CHN,MA,2016,31.63
JPN,MA,2016,32.7
PHL,MA,2016,22.14
THA,MA,2016,26.33
VNM,MA,2016,28.43
GBR,MA,2016,27.96
USA,MA,2016,29.19
ARE,MA,2016,40.52
SGP,MA,2016,20.44
MMR,MA,2016,17.33
MYS,MA,2016,32.09
AUS,FE,2016,7.9
CHN,FE,2016,25.24
JPN,FE,2016,14.21
PHL,FE,2016,9.95
THA,FE,2016,20.52
VNM,FE,2016,20.77
GBR,FE,2016,7.61
USA,FE,2016,8.71
ARE,FE,2016,5.9
SGP,FE,2016,11.88
MMR,FE,2016,14.96
MYS,FE,2016,19.99
AUS,FE,2016,1.68
CHN,FE,2016,24.2
JPN,FE,2016,3.05
PHL,FE,2016,17.24
THA,FE,2016,28.42
VNM,FE,2016,43.48
GBR,FE,2016,0.63
USA,FE,2016,0.77
ARE,FE,2016,0.01
SGP,FE,2016,0.02
MMR,FE,2016,47.89
MYS,FE,2016,6.82
AUS,MA,2016,3.43
CHN,MA,2016,30.48
JPN,MA,2016,3.85
PHL,MA,2016,33.13
THA,MA,2016,33.47
VNM,MA,2016,40.38
GBR,MA,2016,1.56
USA,MA,2016,1.99
ARE,MA,2016,2.16
SGP,MA,2016,0.09
MMR,MA,2016,53.5
MYS,MA,2016,14.16
AUS,MA,2017,66.99
CHN,MA,2017,39.19
JPN,MA,2017,63.49
PHL,MA,2017,44.88
THA,MA,2017,40.71
VNM,MA,2017,31.63
GBR,MA,2017,70.8
USA,MA,2017,68.87
ARE,MA,2017,57.71
SGP,MA,2017,80.04
MMR,MA,2017,29.62
MYS,MA,2017,53.8
AUS,FE,2017,90.72
CHN,FE,2017,52.14
JPN,FE,2017,82.86
PHL,FE,2017,74.78
THA,FE,2017,51.65
VNM,FE,2017,36.72
GBR,FE,2017,91.68
USA,FE,2017,90.54
ARE,FE,2017,94.31
SGP,FE,2017,88.39
MMR,FE,2017,39.1
MYS,FE,2017,72.67
AUS,MA,2017,29.6
CHN,MA,2017,31.16
JPN,MA,2017,32.73
PHL,MA,2017,23.44
THA,MA,2017,25.34
VNM,MA,2017,29.42
GBR,MA,2017,27.58
USA,MA,2017,29.13
ARE,MA,2017,40.35
SGP,MA,2017,19.87
MMR,MA,2017,16.31
MYS,MA,2017,32.06
AUS,FE,2017,7.63
CHN,FE,2017,24.25
JPN,FE,2017,14.15
PHL,FE,2017,9.89
THA,FE,2017,19.87
VNM,FE,2017,21.81
GBR,FE,2017,7.67
USA,FE,2017,8.71
ARE,FE,2017,5.69
SGP,FE,2017,11.59
MMR,FE,2017,15.38
MYS,FE,2017,20.66
AUS,FE,2017,1.65
CHN,FE,2017,23.61
JPN,FE,2017,2.99
PHL,FE,2017,15.33
THA,FE,2017,28.49
VNM,FE,2017,41.47
GBR,FE,2017,0.65
USA,FE,2017,0.75
ARE,FE,2017,0.01
SGP,FE,2017,0.03
MMR,FE,2017,45.52
MYS,FE,2017,6.67
AUS,MA,2017,3.41
CHN,MA,2017,29.65
JPN,MA,2017,3.79
PHL,MA,2017,31.68
THA,MA,2017,33.94
VNM,MA,2017,38.95
GBR,MA,2017,1.62
USA,MA,2017,2.01
ARE,MA,2017,1.94
SGP,MA,2017,0.09
MMR,MA,2017,54.07
MYS,MA,2017,14.14
AUS,MA,2018,66.48
CHN,MA,2018,39.76
JPN,MA,2018,63.61
PHL,MA,2018,44.58
THA,MA,2018,40.21
VNM,MA,2018,32.02
GBR,MA,2018,71.0
USA,MA,2018,68.75
ARE,MA,2018,57.79
SGP,MA,2018,80.58
MMR,MA,2018,30.54
MYS,MA,2018,55.24
AUS,FE,2018,90.18
CHN,FE,2018,53.04
JPN,FE,2018,82.84
PHL,FE,2018,75.81
THA,FE,2018,50.85
VNM,FE,2018,37.54
GBR,FE,2018,91.93
USA,FE,2018,90.47
ARE,FE,2018,94.46
SGP,FE,2018,88.66
MMR,FE,2018,40.47
MYS,FE,2018,73.64
AUS,MA,2018,30.09
CHN,MA,2018,31.58
JPN,MA,2018,32.52
PHL,MA,2018,24.87
THA,MA,2018,25.18
VNM,MA,2018,30.38
GBR,MA,2018,27.53
USA,MA,2018,29.36
ARE,MA,2018,40.45
SGP,MA,2018,19.34
MMR,MA,2018,17.49
MYS,MA,2018,31.31
AUS,FE,2018,8.15
CHN,FE,2018,24.18
JPN,FE,2018,14.14
PHL,FE,2018,9.83
THA,FE,2018,19.97
VNM,FE,2018,22.56
GBR,FE,2018,7.45
USA,FE,2018,8.78
ARE,FE,2018,5.53
SGP,FE,2018,11.32
MMR,FE,2018,16.95
MYS,FE,2018,20.3
AUS,FE,2018,1.68
CHN,FE,2018,22.78
JPN,FE,2018,3.02
PHL,FE,2018,14.36
THA,FE,2018,29.19
VNM,FE,2018,39.9
GBR,FE,2018,0.62
USA,FE,2018,0.76
ARE,FE,2018,0.01
SGP,FE,2018,0.02
MMR,FE,2018,42.58
MYS,FE,2018,6.06
AUS,MA,2018,3.44
CHN,MA,2018,28.66
JPN,MA,2018,3.87
PHL,MA,2018,30.55
THA,MA,2018,34.61
VNM,MA,2018,37.6
GBR,MA,2018,1.47
USA,MA,2018,1.89
ARE,MA,2018,1.76
SGP,MA,2018,0.08
MMR,MA,2018,51.97
MYS,MA,2018,13.45
AUS,MA,2019,67.54
CHN,MA,2019,41.23
JPN,MA,2019,63.93
PHL,MA,2019,46.24
THA,MA,2019,40.5
VNM,MA,2019,32.51
GBR,MA,2019,71.2
USA,MA,2019,68.81
ARE,MA,2019,58.27
SGP,MA,2019,81.12
MMR,MA,2019,29.86
MYS,MA,2019,55.69
AUS,FE,2019,90.83
CHN,FE,2019,54.92
JPN,FE,2019,83.15
PHL,FE,2019,76.69
THA,FE,2019,51.97
VNM,FE,2019,38.42
GBR,FE,2019,91.72
USA,FE,2019,90.37
ARE,FE,2019,94.57
SGP,FE,2019,89.01
MMR,FE,2019,40.6
MYS,FE,2019,74.06
AUS,MA,2019,29.17
CHN,MA,2019,30.83
JPN,MA,2019,32.36
PHL,MA,2019,25.07
THA,MA,2019,25.43
VNM,MA,2019,31.26
GBR,MA,2019,27.34
USA,MA,2019,29.33
ARE,MA,2019,40.06
SGP,MA,2019,18.83
MMR,MA,2019,16.93
MYS,MA,2019,31.32
AUS,FE,2019,7.45
CHN,FE,2019,23.06
JPN,FE,2019,13.9
PHL,FE,2019,9.7
THA,FE,2019,19.76
VNM,FE,2019,23.28
GBR,FE,2019,7.7
USA,FE,2019,8.87
ARE,FE,2019,5.42
SGP,FE,2019,10.98
MMR,FE,2019,16.96
MYS,FE,2019,20.05
AUS,FE,2019,1.71
CHN,FE,2019,22.01
JPN,FE,2019,2.95
PHL,FE,2019,13.61
THA,FE,2019,28.27
VNM,FE,2019,38.3
GBR,FE,2019,0.58
USA,FE,2019,0.76
ARE,FE,2019,0.01
SGP,FE,2019,0.01
MMR,FE,2019,42.44
MYS,FE,2019,5.89
AUS,MA,2019,3.29
CHN,MA,2019,27.94
JPN,MA,2019,3.72
PHL,MA,2019,28.7
THA,MA,2019,34.07
VNM,MA,2019,36.23
GBR,MA,2019,1.46
USA,MA,2019,1.87
ARE,MA,2019,1.67
SGP,MA,2019,0.05
MMR,MA,2019,53.21
MYS,MA,2019,12.99
AUS,MA,2020,67.54
CHN,MA,2020,41.23
JPN,MA,2020,63.93
PHL,MA,2020,46.24
THA,MA,2020,40.5
VNM,MA,2020,32.51
GBR,MA,2020,71.2
USA,MA,2020,68.81
ARE,MA,2020,58.27
SGP,MA,2020,81.12
MMR,MA,2020,29.86
MYS,MA,2020,55.69
AUS,FE,2020,90.83
CHN,FE,2020,54.92
JPN,FE,2020,83.15
PHL,FE,2020,76.69
THA,FE,2020,51.97
VNM,FE,2020,38.42
GBR,FE,2020,91.72
USA,FE,2020,90.37
ARE,FE,2020,94.57
SGP,FE,2020,89.01
MMR,FE,2020,40.6
MYS,FE,2020,74.06
AUS,MA,2020,29.17
CHN,MA,2020,30.83
JPN,MA,2020,32.36
PHL,MA,2020,25.07
THA,MA,2020,25.43
VNM,MA,2020,31.26
GBR,MA,2020,27.34
USA,MA,2020,29.33
ARE,MA,2020,40.06
SGP,MA,2020,18.83
MMR,MA,2020,16.93
MYS,MA,2020,31.32
AUS,FE,2020,7.45
CHN,FE,2020,23.06
JPN,FE,2020,13.9
PHL,FE,2020,9.7
THA,FE,2020,19.76
VNM,FE,2020,23.28
GBR,FE,2020,7.7
USA,FE,2020,8.87
ARE,FE,2020,5.42
SGP,FE,2020,10.98
MMR,FE,2020,16.96
MYS,FE,2020,20.05
AUS,FE,2020,1.71
CHN,FE,2020,22.01
JPN,FE,2020,2.95
PHL,FE,2020,13.61
THA,FE,2020,28.27
VNM,FE,2020,38.3
GBR,FE,2020,0.58
USA,FE,2020,0.76
ARE,FE,2020,0.01
SGP,FE,2020,0.01
MMR,FE,2020,42.44
MYS,FE,2020,5.89
AUS,MA,2020,3.29
CHN,MA,2020,27.94
JPN,MA,2020,3.72
PHL,MA,2020,28.7
THA,MA,2020,34.07
VNM,MA,2020,36.23
GBR,MA,2020,1.46
USA,MA,2020,1.87
ARE,MA,2020,1.67
SGP,MA,2020,0.05
MMR,MA,2020,53.21
MYS,MA,2020,12.99
AUS,MA,2021,67.54
CHN,MA,2021,41.23
JPN,MA,2021,63.93
PHL,MA,2021,46.24
THA,MA,2021,40.5
VNM,MA,2021,32.51
GBR,MA,2021,71.2
USA,MA,2021,68.81
ARE,MA,2021,58.27
SGP,MA,2021,81.12
MMR,MA,2021,29.86
MYS,MA,2021,55.69
AUS,FE,2021,90.83
CHN,FE,2021,54.92
JPN,FE,2021,83.15
PHL,FE,2021,76.69
THA,FE,2021,51.97
VNM,FE,2021,38.42
GBR,FE,2021,91.72
USA,FE,2021,90.37
ARE,FE,2021,94.57
SGP,FE,2021,89.01
MMR,FE,2021,40.6
MYS,FE,2021,74.06
AUS,MA,2021,29.17
CHN,MA,2021,30.83
JPN,MA,2021,32.36
PHL,MA,2021,25.07
THA,MA,2021,25.43
VNM,MA,2021,31.26
GBR,MA,2021,27.34
USA,MA,2021,29.33
ARE,MA,2021,40.06
SGP,MA,2021,18.83
MMR,MA,2021,16.93
MYS,MA,2021,31.32
AUS,FE,2021,7.45
CHN,FE,2021,23.06
JPN,FE,2021,13.9
PHL,FE,2021,9.7
THA,FE,2021,19.76
VNM,FE,2021,23.28
GBR,FE,2021,7.7
USA,FE,2021,8.87
ARE,FE,2021,5.42
SGP,FE,2021,10.98
MMR,FE,2021,16.96
MYS,FE,2021,20.05
AUS,FE,2021,1.71
CHN,FE,2021,22.01
JPN,FE,2021,2.95
PHL,FE,2021,13.61
THA,FE,2021,28.27
VNM,FE,2021,38.3
GBR,FE,2021,0.58
USA,FE,2021,0.76
ARE,FE,2021,0.01
SGP,FE,2021,0.01
MMR,FE,2021,42.44
MYS,FE,2021,5.89
AUS,MA,2021,3.29
CHN,MA,2021,27.94
JPN,MA,2021,3.72
PHL,MA,2021,28.7
THA,MA,2021,34.07
VNM,MA,2021,36.23
GBR,MA,2021,1.46
USA,MA,2021,1.87
ARE,MA,2021,1.67
SGP,MA,2021,0.05
MMR,MA,2021,53.21
MYS,MA,2021,12.99
